Regular Session,Exams,Holiday,Weekday,Julian Day,Hour,Precip.,Air Temp,Solar Radiation,Humidity,2 inch Soil Temp,4 inch Soil Temp,Wind Speed,Wind Direction,St. Dev. of Wind Direction,Leaf Wetness, Electrical Consumption - Meter 1 (kW), Electrical Consumption  - Meter 2 (kW), Electrical Consumption  - Meter 3 (kW), Electrical Consumption  - Meter 4 (kW),Steam Consumption  (klb/hr),Chilled Water Consumption (TON),Electrical Consumption (kW),Steam Consumption (klb/hr),Chilled Water Consumption (TON),Electrical Consumption (kW),Steam Consumption (klb/hr)
1,0,0,5,39,23,0,17.4,0,74.34,35.86,37.32,0.31318,263.2,94.9,0,1938,267,658,429,22.25,5.125,336,0.408203125,0,238,0.52734375
1,0,0,6,40,0,0,16.6,0,75.52,35.68,37.14,0,0,0,0,1914,263,641,426,22.3125,5.125,287,0.436523438,0,235,0.2734375
1,0,0,6,40,1,0,15.7,0,75.52,35.51,36.97,0,0,0,0,1892,262,640,406,22.125,5.75,279,0.399414063,0,227,0.26171875
1,0,0,6,40,2,0,16.5,0,74.28,35.32,36.78,0,0,0,0,1859,266,636,373,22.6875,5.125,251,0.39453125,0,220,0.28515625
1,0,0,6,40,3,0,17,0,75.04,35.14,36.61,0.241596,252.9,97.1,0,1862,267,637,374,22.6875,5.375,241,0.336914063,0,217,0.25390625
1,0,0,6,40,4,0,17.2,0,74.06,35.03,36.47,0,0,0,0,1847,265,626,372,22.0625,5.5,225,0.293945313,0,217,0.34765625
1,0,0,6,40,5,0,18.1,0,75.17,34.86,36.32,0,0,0,0,1874,271,641,378,21.8125,5.25,219,0.276367188,0,215,0.203125
1,0,0,6,40,6,0,18.3,0,72.94,34.77,36.18,0,0,0,0,1899,271,643,401,22.1875,5,217,0.302734375,0,231,0.640625
1,0,0,6,40,7,0,18.9,0,72,34.67,36.09,2.120676,213.3,51.12,0,1931,303,643,401,22.125,5.375,220,0.328125,0,338,2.03515625
1,0,0,6,40,8,0,19,0,70.51,34.58,35.95,3.961727,177.8,20.28,0,1956,317,666,389,21.5625,5,212,0.428710938,0,380,2.6015625
1,0,0,6,40,9,0,19.9,0.15,73.91,34.48,35.85,6.583491,185.6,11.13,0,2053,345,699,425,22,5.25,214,0.504882813,0,382,2.4140625
1,0,0,6,40,10,0,21.4,0.98,72.28,34.44,35.76,7.681858,195.6,10.77,0,2113,351,731,447,21.125,5.625,221,0.469726563,0,426,2.1171875
1,0,0,6,40,11,0,23.3,1.65,68.3,34.38,35.7,9.113538,183.9,12.5,0,2123,345,740,454,18.875,4.625,233,0.465820313,0,460,1.71875
1,0,0,6,40,12,0,24.5,0.73,68.7,34.28,35.6,11.046306,192.8,12.5,0,2135,356,736,459,17.5,5.25,240,0.48046875,0,445,1.49609375
1,0,0,6,40,13,0,25.5,0.91,68.13,34.27,35.55,12.267708,192.4,12.45,0,2136,342,752,458,15.375,5.125,251,0.446289063,0,452,1.36328125
1,0,0,6,40,14,0,27.8,2.05,66.58,34.24,35.5,10.419946,184.5,14.92,0,2130,350,744,452,15.5,5,248,0.391601563,0,459,1.27734375
1,0,0,6,40,15,0,29.1,1.56,61.81,34.18,35.44,12.155858,177.8,11.57,0,2132,351,745,452,13.25,5.375,262,0.400390625,0,453,1.18359375
1,0,0,6,40,16,0,31.6,2.89,57.1,34.16,35.39,11.422122,177.4,14.41,0,2101,333,734,450,12.625,5.125,276,0.451171875,0,441,1.03515625
1,0,0,6,40,17,0,33.2,1.23,52.15,34.16,35.34,13.390682,180.9,11.76,0,2090,321,737,448,11,3.375,288,0.459960938,0,440,1.0546875
1,0,0,6,40,18,0,34.2,0.34,53.66,34.13,35.3,11.02841,183,11.87,0,2066,306,729,447,10.875,5.25,324,0.478515625,0,394,1.1171875
1,0,0,6,40,19,0,34.8,0.02,56.16,34.06,35.25,9.207492,180.1,10.41,0,2023,283,713,443,10.5625,5.125,307,0.529296875,0,370,1.22265625
1,0,0,6,40,20,0,35.4,0,54.92,34.06,35.24,8.104651,179.8,9.72,0,1990,277,694,435,10.0625,4.875,298,0.475585938,0,351,1.24609375
1,0,0,6,40,21,0,35.7,0,56.58,34.06,35.25,6.590202,181.1,10.03,0,1960,271,674,431,10.25,5,291,0.4296875,0,350,1.28515625
1,0,0,6,40,22,0,35.8,0,60.27,34.06,35.16,3.731316,192.2,16.66,0,1945,265,668,428,10.6875,5.125,304,0.435546875,0,346,1.27734375
1,0,0,6,40,23,0,35.5,0,61.86,34.02,35.15,0,0,0,0,1931,262,659,426,10.625,7.75,284,0.453125,0,219,0.30078125
1,0,0,7,41,0,0,34.9,0,65.11,33.97,35.16,0,0,0,0,1914,256,651,423,10.375,5,276,0.444335938,0,217,0
1,0,0,7,41,1,0,35.9,0,64.85,33.97,35.11,0,0,0,0,1913,257,649,423,10.125,4.875,272,0.384765625,0,209,0
1,0,0,7,41,2,0,35.2,0,67.34,33.97,35.06,0,0,0,0,1895,252,639,420,9.9375,6.25,255,0.357421875,0,208,0
1,0,0,7,41,3,0,34,0,71.89,33.97,35.07,0,0,0,0,1890,250,639,417,9.875,4.5,240,0.364257813,0,206,0
1,0,0,7,41,4,0,35,0,73.32,33.95,35.05,0,0,0,0,1886,253,634,415,9.125,5.25,229,0.356445313,0,208,0
1,0,0,7,41,5,0,36.3,0,75.15,33.88,35.01,0,0,0,0,1892,252,635,421,8.9375,4.375,217,0.310546875,0,207,0
1,0,0,7,41,6,0,37.8,0,76.75,33.88,34.97,0,0,0,0,1898,253,634,427,8.9375,4.5,210,0.290039063,0,207,0
1,0,0,7,41,7,0,39.3,0,75.85,33.87,34.96,0,0,0,0,1910,255,640,431,8.8125,6.5,220,0.330078125,0,316,0.82421875
1,0,0,7,41,8,0,40.4,0,74.32,33.87,34.96,0,0,0,0,1914,258,638,434,8.875,4.875,192,0.346679688,0,351,1.05078125
1,0,0,7,41,9,0,40.5,0.06,75.53,33.87,34.96,0,0,0,0,1928,264,644,436,8.5625,5.25,192,0.3984375,0,368,1.0703125
1,0,0,7,41,10,0,42.3,0.25,75.07,33.86,34.91,0,0,0,0,1945,274,648,439,8.75,5.125,208,0.415039063,0,363,0.9453125
1,0,0,7,41,11,0,45.1,0.42,72.91,33.85,34.89,0,0,0,0,1957,272,658,443,8.1875,4.875,225,0.514648438,0,344,0.83984375
1,0,0,7,41,12,0,48.9,2.12,71.3,33.85,34.85,4.775995,239.3,25.1,0,1992,283,669,456,7.5625,7.5,219,0.655273438,0,343,0.6015625
1,0,0,7,41,13,0,53.5,1.84,68.91,33.81,34.82,2.129624,239.1,80.8,0,2010,271,684,471,7.125,9.5,234,0.817382813,0,351,0.4765625
1,0,0,7,41,14,0,56.7,2.83,68.03,34.08,34.9,0.02237,271.5,102.8,0,2475,249,1008,634,5.8125,8.125,256,0.717773438,52,364,0.2890625
1,0,0,7,41,15,0,58.4,1.84,67.05,35.35,35.25,0.525695,223.4,94,0,2502,237,1043,638,8.125,5.5,270,0.709960938,61,347,0.24609375
1,0,0,7,41,16,0,59,1.66,69,36.96,36.05,0.899274,220.5,86.5,0,2418,241,1003,590,8.125,41.25,309,1.108398438,65,346,0.2734375
1,0,0,7,41,17,0,60.3,1.13,68.37,38.39,37,0.319891,198.4,97.2,0,2435,241,1016,594,8.125,117.75,323,1.009765625,97.5,349,0.2109375
1,0,0,7,41,18,0,60.7,0.47,68.56,39.61,37.94,0,0,0,0,2419,237,1008,590,8.4375,40.75,335,1.081054688,136.5,354,0.421875
1,0,0,7,41,19,0,58.6,0.03,73.28,40.55,38.81,0,0,0,0,2411,235,1003,589,8.5625,34.25,310,1.064453125,126,337,0.57421875
1,0,0,7,41,20,0,56.6,0,77.84,41.11,39.46,0,0,0,0,2398,232,992,590,8.375,33.5,323,0.952148438,129,343,0.5859375
1,0,0,7,41,21,0,56.7,0,80.3,41.47,40,0,0,0,0,2388,237,982,585,8.625,32.625,320,0.739257813,127.5,345,0.65234375
1,0,0,7,41,22,0,56,0,82.7,41.66,40.37,0,0,0,0,2371,232,976,579,8.4375,30.875,326,0.864257813,126,344,0.62890625
1,0,0,7,41,23,0,54.5,0,85.2,41.85,40.66,0,0,0,0.001,2349,225,964,576,8.375,31.875,319,0.8671875,0.5,244,0.16015625
1,0,0,1,42,0,0,54.2,0,86.8,42.02,40.88,0,0,0,0.002,2348,222,963,579,8.6875,31,323,0.630859375,0,227,0
1,0,0,1,42,1,0.01,53.5,0,92.2,42.12,41.11,0,0,0,0.025,2371,219,981,587,8.5,24,304,0.565429688,0,209,0
1,0,0,1,42,2,0,53.2,0,95.8,42.37,41.3,0,0,0,0.046,2420,224,1012,600,8.8125,6,286,0.521484375,0,206,0
1,0,0,1,42,3,0.01,55.1,0,96.8,42.58,41.57,3.744738,190.4,20.5,0.063,2467,220,1040,623,8.3125,5.75,284,0.491210938,0,203,0
1,0,0,1,42,4,0,55.3,0,97.1,42.87,41.83,4.507555,185.4,11.17,0.076,2550,219,1080,667,8.625,3.5,271,0.403320313,0,203,0
1,0,0,1,42,5,0,56,0,97.3,43.39,42.13,5.695402,211.8,14.3,0.092,2598,220,1104,690,8.375,2.375,267,0.313476563,0,203,0
1,0,0,1,42,6,0,56.2,0,97.1,43.85,42.5,4.044496,201.3,39.62,0.094,2622,229,1114,695,9.3125,1.375,255,0.36328125,0,203,0
1,0,0,1,42,9,0,50.5,0.04,95.1,44.87,43.48,4.109369,345.7,45.16,0.094,1902,252,640,426,10.9375,1.25,232,0.47265625,11.5,324,0.93359375
1,0,0,1,42,10,0,44.7,0.16,96.3,45.08,43.74,0.456348,303.7,92.4,0.078,1898,255,635,424,8.75,16,242,0.491210938,0,321,0.91796875
1,0,0,1,42,11,0,43,0.68,95.7,45.01,43.91,0,0,0,0.027,1915,266,642,423,8.4375,7.5,251,0.524414063,0,322,0.82421875
1,0,0,1,42,12,0,42.9,0.61,93.1,44.92,43.99,1.404836,317.4,72.52,0.012,1916,265,641,426,7.6875,5.875,266,0.60546875,0,326,0.84375
1,0,0,1,42,13,0,44.6,0.88,91.4,44.92,44.04,0.704655,352,92.7,0.004,1934,266,653,431,7.4375,5.5,298,0.696289063,0,338,0.8046875
1,0,0,1,42,14,0,46.4,1.76,87.6,44.92,44.08,0,0,0,0.001,1931,263,654,430,6.8125,5.5,316,0.553710938,0,360,0.6796875
1,0,0,1,42,15,0,47.4,1.59,85.6,45.09,44.16,0.527932,307.6,85.9,0,1934,267,653,430,7.125,5.25,292,0.517578125,0,365,0.6796875
1,0,0,1,42,16,0,48.8,1.35,81.9,45.51,44.38,1.272853,288,70.92,0,1941,270,652,435,7.5,5.375,305,0.51953125,0,379,0.55078125
1,0,0,1,42,17,0,52.1,1,71.73,45.93,44.69,2.574787,287.1,52.25,0,1971,269,664,454,7.5,6.625,296,0.537109375,0,391,0.48828125
1,0,0,1,42,18,0,50.9,0.57,63.25,46.1,44.9,2.986395,296.3,53.54,0,1970,267,659,460,8,6.75,289,0.440429688,0,389,0.578125
1,0,0,1,42,19,0,49.5,0.03,61.5,46.11,45.09,4.556769,289.7,28.44,0,1963,267,657,455,8.625,6.25,302,0.447265625,0,384,0.73046875
1,0,0,1,42,20,0,46.3,0,53.64,45.85,45.1,7.263539,328.2,45.81,0,1941,263,653,441,8.75,5.75,328,0.416992188,0,388,0.91796875
1,0,0,1,42,21,0,42.9,0,44.84,45.46,45,2.939418,302.4,60.94,0,1914,255,645,430,8.75,5.625,305,0.42578125,0,377,1.05078125
1,0,0,1,42,22,0,40.8,0,37.58,44.79,44.75,3.471824,306.8,47.44,0,1896,258,629,425,10.1875,5.375,312,0.58203125,0,362,1.18359375
1,0,0,1,42,23,0,38.8,0,45.45,43.99,44.31,2.203445,315.2,69.59,0,1890,254,632,420,10.375,5.375,314,0.555664063,0,237,0.30078125
1,0,0,2,43,0,0,37.3,0,49.86,43.15,43.82,4.753625,310.3,44.95,0,1895,252,639,420,10.125,5.5,315,0.596679688,0,253,0
1,0,0,2,43,1,0,35.9,0,56.94,42.34,43.29,0.552539,320.1,91.6,0,1884,251,629,420,9.6875,6,288,0.544921875,0,239,0
1,0,0,2,43,2,0,35.3,0,57.26,41.57,42.72,0.879141,318.4,91,0,1882,252,629,417,9.9375,3.75,256,0.359375,0,224,0
1,0,0,2,43,3,0,34.4,0,59.32,40.87,42.17,1.635247,304.1,75.16,0,1869,251,619,415,11,4.125,235,0.330078125,0,227,0
1,0,0,2,43,4,0,33.4,0,62.54,40.22,41.65,0.29081,302.6,92,0,1872,251,621,416,10.5625,4.625,221,0.314453125,0,222,0
1,0,0,2,43,5,0,32.7,0,65.39,39.65,41.13,0,0,0,0,1881,253,628,416,11.375,4.625,215,0.265625,0,222,0.00390625
1,0,0,2,43,6,0,31.5,0,70.03,39.11,40.65,0.181197,288.3,94.9,0,1886,255,626,421,11,5.375,211,0.28515625,0,224,0.0078125
1,0,0,2,43,9,0,30.9,0.4,73.22,37.92,39.52,0,0,0,0,2015,312,686,433,13.875,4.125,216,0.44140625,0,386,1.76171875
1,0,0,2,43,10,0,33,1.71,70.39,37.63,39.18,0,0,0,0,2085,341,715,445,11.875,8.875,205,0.435546875,0,406,1.4453125
1,0,0,2,43,11,0,35,2.99,67.72,37.43,38.91,0,0,0,0,2104,344,726,450,11.1875,7.125,246,0.465820313,0,430,0.9296875
1,0,0,2,43,12,0,37.9,3.96,58.75,37.32,38.69,2.697822,9.19,62.82,0,2101,344,721,452,11,6.875,262,0.505859375,0,436,0.66796875
1,0,0,2,43,13,0,40.1,4.56,55.99,37.87,38.68,3.147459,349.4,61.3,0,2090,332,725,449,10.125,9.125,267,0.505859375,0,450,0.64453125
1,0,0,2,43,14,0,42.9,4.79,56.06,38.97,39.03,0.02237,276.3,102.8,0,2108,348,730,446,11.5,10.75,260,0.420898438,0,450,0.5859375
1,0,0,2,43,15,0,43.5,4.47,51.61,40.34,39.67,0.449637,298.3,91.9,0,2112,343,734,451,10.8125,11.875,271,0.392578125,0,452,0.58203125
1,0,0,2,43,16,0,44.6,3.69,46.73,41.73,40.5,0.865719,288.7,88.4,0,2129,341,743,461,11.1875,11.625,268,0.439453125,0,445,0.5625
1,0,0,2,43,17,0,45.1,2.44,44.91,42.85,41.35,0.02237,296.2,102.8,0,2123,322,744,473,10.3125,9.25,284,0.483398438,0,450,0.58203125
1,0,0,2,43,18,0,43.7,0.47,44.88,43.34,42.03,0.158827,317.3,97.9,0,2081,302,727,468,10,7.75,302,0.4453125,0,420,0.671875
1,0,0,2,43,19,0,42,0.06,47.11,43.26,42.35,0,0,0,0,2037,288,709,456,11.0625,6.625,307,0.418945313,0,397,0.65234375
1,0,0,2,43,20,0,37.5,0,54.08,42.84,42.43,0,0,0,0,2003,282,690,447,10.25,6.5,292,0.366210938,0,392,0.8203125
1,0,0,2,43,21,0,33.8,0,72.58,42.29,42.29,0,0,0,0,1985,277,686,438,10.625,6.125,313,0.43359375,0,377,0.98046875
1,0,0,2,43,22,0,33,0,73.02,41.62,42,0,0,0,0,1950,276,661,429,9.75,6.375,308,0.5234375,0,380,0.94921875
1,0,0,2,43,23,0,31.8,0,73.21,40.94,41.63,0,0,0,0,1918,267,643,424,10.375,6.375,320,0.58984375,0,236,0.33984375
1,0,0,3,44,0,0,30.6,0,76.69,40.29,41.21,0,0,0,0.001,1912,266,642,420,10.5625,6.5,324,0.670898438,0,227,0
1,0,0,3,44,1,0,31.1,0,77.59,39.7,40.79,0,0,0,0.001,1906,267,635,420,10.4375,5.625,303,0.499023438,0,218,0
1,0,0,3,44,2,0,31.6,0,79.04,39.17,40.37,0,0,0,0,1896,264,628,420,10.5625,5.25,262,0.493164063,0,216,0
1,0,0,3,44,3,0,33.1,0,75.64,38.73,40.01,0.534643,207.1,91.2,0,1885,257,625,419,9.9375,6.25,235,0.341796875,0,217,0
1,0,0,3,44,4,0,32.6,0,79.02,38.41,39.69,0,0,0,0,1873,257,619,413,10.5,5,219,0.26953125,0,212,0.0234375
1,0,0,3,44,5,0,31.8,0,83,38.1,39.37,0,0,0,0.002,1883,258,623,418,10.3125,5.875,213,0.275390625,0,211,0
1,0,0,3,44,6,0,32.8,0,79.84,37.9,39.14,0,0,0,0.001,1891,259,628,420,10.4375,5,212,0.291992188,0,212,0
1,0,0,3,44,7,0,33.7,0,78.27,37.63,38.9,0.2237,194.6,96,0,1908,269,634,421,10.125,5.25,213,0.311523438,0,332,1.0234375
1,0,0,3,44,8,0,36,0,69.44,37.48,38.72,2.843227,237.7,39.65,0,1955,298,651,422,11.5,5.5,210,0.504882813,0,376,1.21875
1,0,0,3,44,9,0,35.5,0.19,71.31,37.34,38.53,5.330771,226.2,26.07,0,2027,325,689,429,12.0625,5.625,213,0.56640625,0,382,1.09375
1,0,0,3,44,10,0,37.5,0.63,66.46,37.16,38.38,4.29504,237.1,41.82,0,2088,344,721,439,11.9375,5.625,224,0.59375,0,409,0.8984375
1,0,0,3,44,11,0,40.1,2.71,70.62,37.16,38.25,10.84945,228.5,20.11,0,2109,346,734,445,10.5,5.625,224,0.63671875,0,421,0.7265625
1,0,0,3,44,12,0,44.3,4.09,68.86,37.32,38.21,6.417953,245.5,22.2,0,2109,352,726,447,10.3125,6.625,230,0.584960938,0,450,0.5078125
1,0,0,3,44,13,0,46.9,3.46,60.18,38.12,38.39,7.775812,242.8,19.56,0,2107,339,729,455,8.375,9,245,0.494140625,0,465,0.37109375
1,0,0,3,44,14,0,49.7,4.31,58.5,39.26,38.9,4.525451,258.5,25.53,0,2132,347,734,467,9.875,9.25,248,0.631835938,0,473,0.34375
1,0,0,3,44,15,0,51.2,4.55,51.7,40.53,39.59,6.840746,241.5,21.43,0,2143,346,736,477,9.3125,1.875,239,0.674804688,0,458,0.33203125
1,0,0,3,44,16,0,52,3.18,44.8,41.8,40.39,5.16747,260.1,23.33,0,2164,342,753,485,9.4375,5.375,240,0.725585938,0,450,0.3359375
1,0,0,3,44,17,0,52.1,2.06,45.03,42.95,41.26,4.793891,264.1,29.18,0,2144,328,741,491,9.6875,4.375,255,0.592773438,0,436,0.37890625
1,0,0,3,44,18,0,50.8,0.55,46.33,43.52,41.96,4.592561,259.5,17.81,0,2109,305,730,490,9.6875,4.375,283,0.509765625,0,423,0.35546875
1,0,0,3,44,19,0,48,0.06,53.74,43.61,42.41,5.489598,237.5,35.11,0,2066,290,710,482,9.6875,9.125,277,0.7421875,0,407,0.55078125
1,0,0,3,44,20,0,46.2,0,57.27,43.43,42.57,2.836516,254.8,21.52,0,2035,283,696,472,9.0625,15.375,291,0.61328125,0,404,0.68359375
1,0,0,3,44,21,0,43.8,0,63.79,43.05,42.57,0,0,0,0,1984,271,675,454,9.8125,7.625,294,0.6484375,0,388,0.66015625
1,0,0,3,44,22,0,42.4,0,66.77,42.61,42.44,4.024363,217.5,8.67,0,1957,276,658,439,10.5,8.125,306,0.69921875,0,377,0.80078125
1,0,0,3,44,23,0,41.7,0,67.38,42.11,42.23,4.460578,224.6,17.75,0,1939,273,648,434,8.875,6.75,304,0.661132813,0,250,0.2109375
1,0,0,4,45,0,0,41.9,0,65.11,41.66,41.99,0.751632,255.9,82.7,0,1921,266,640,431,9.125,6.5,285,0.58984375,0,247,0
1,0,0,4,45,1,0,40.5,0,68.88,41.22,41.72,2.670978,240.5,55.18,0,1912,263,637,428,9.3125,6.25,260,0.620117188,0,240,0
1,0,0,4,45,2,0,38.6,0,74.16,40.8,41.41,1.568137,230.6,73.97,0,1902,259,632,427,9.125,5.75,247,0.462890625,0,236,0
1,0,0,4,45,3,0,39,0,73.99,40.35,41.12,0,0,0,0,1903,263,629,427,8.5625,5.5,226,0.318359375,0,228,0
1,0,0,4,45,4,0,39.1,0,76.14,39.99,40.81,0,0,0,0.001,1895,256,628,427,8.625,5.5,216,0.330078125,0,216,0
1,0,0,4,45,5,0,39.1,0,76.42,39.67,40.57,2.814146,334.8,70.18,0,1899,261,627,427,9.3125,5.75,212,0.28125,0,214,0
1,0,0,4,45,6,0,36.6,0,68.11,39.34,40.3,1.248246,358.8,89.4,0,1901,264,626,427,10,5.25,211,0.265625,0,208,0
1,0,0,4,45,7,0,34.7,0,71.17,39.07,40.08,0,0,0,0,1940,286,641,429,11.875,4.5,210,0.3203125,0,318,1.0078125
1,0,0,4,45,8,0,33.8,0,71.58,38.78,39.81,0,0,0,0,1965,300,653,428,12.5,5.375,206,0.438476563,0,355,1.26171875
1,0,0,4,45,9,0,32.9,0.17,70.54,38.36,39.55,1.673276,339.9,70.98,0,2009,322,678,425,12.6875,5.625,213,0.556640625,0,378,1.25
1,0,0,4,45,10,0,34.5,1.87,63.95,37.98,39.25,3.785004,5.604,63.66,0,2076,343,712,437,11.9375,4.875,219,0.58203125,0,411,1.01171875
1,0,0,4,45,11,0,34.4,1.81,62.12,37.7,38.98,2.221341,304.4,67.68,0,2098,334,733,447,11.0625,5.25,229,0.514648438,0,438,0.83203125
1,0,0,4,45,12,0,34.5,1.91,61.99,37.79,38.8,3.474061,321.2,49,0,2109,330,749,446,11.8125,5.5,234,0.462890625,0,439,0.890625
1,0,0,4,45,13,0,34.6,1.41,59.55,38.14,38.84,5.769223,353.5,41.83,0,2108,334,742,448,11.5625,5.25,242,0.415039063,0,444,0.90625
1,0,0,4,45,14,0,34,0.82,63.53,38.52,38.98,0.194619,300.1,98.6,0,2131,359,737,451,12.5,4.75,265,0.395507813,0,441,0.89453125
1,0,0,4,45,15,0,34.5,1.37,61.72,38.79,39.12,3.655258,303.8,38.61,0,2123,349,743,447,11.5625,6,240,0.333007813,0,439,0.8046875
1,0,0,4,45,16,0,35.1,0.89,59.77,38.98,39.25,3.963964,306.7,33.24,0,2132,352,746,450,11.6875,5,243,0.360351563,0,431,0.88671875
1,0,0,4,45,17,0,34.3,0.29,62.08,39.15,39.39,2.905863,300.6,36,0,2082,326,727,445,10.6875,5.5,264,0.381835938,0,426,0.89453125
1,0,0,4,45,18,0,34.1,0.19,62.86,39.17,39.48,0.565961,317.3,91.1,0,2045,309,707,445,10.5,6,289,0.3671875,0,412,0.88671875
1,0,0,4,45,19,0,34.1,0.03,65.82,39.01,39.48,0,0,0,0,2002,292,689,437,11.0625,4.75,308,0.40625,0,395,0.921875
1,0,0,4,45,20,0,32.6,0,67.77,38.89,39.42,3.129563,343.6,67.2,0,1972,282,679,427,11.1875,5.625,336,0.423828125,0,391,1.03515625
1,0,0,4,45,21,0,32.2,0,68.24,38.63,39.31,0.102902,294.6,100.7,0,1954,276,668,426,12.25,1.25,339,0.484375,0,381,1.1875
1,0,0,4,45,22,0,31.8,0,67.52,38.33,39.14,0.923881,326.9,84.5,0,1928,270,649,425,12.125,4.25,338,0.534179688,0,370,1.1328125
1,0,0,4,45,23,0,31,0,70.2,38,38.96,0.114087,311.5,99.6,0,1899,254,640,421,12.4375,4.375,320,0.505859375,0,232,0.37890625
1,0,0,5,46,0,0,30.2,0,67.07,37.63,38.73,0.369105,315.3,97.5,0,1892,250,638,420,12.5,4.625,295,0.502929688,0,222,0.04296875
1,0,0,5,46,1,0,30.6,0,66.54,37.28,38.46,1.331015,326.6,81.1,0,1891,252,636,419,12.6875,4.5,268,0.485351563,0,212,0
1,0,0,5,46,2,0,30.3,0,63.62,37,38.23,0.711366,312.3,94.6,0,1885,248,634,419,12.8125,4.25,242,0.34765625,0,209,0.0078125
1,0,0,5,46,3,0,30.1,0,64.39,36.74,38,0.02237,310.7,102.8,0,1875,249,625,417,13.25,4.25,229,0.334960938,0,210,0.02734375
1,0,0,5,46,4,0,29.6,0,61.57,36.54,37.82,0.062636,320.2,101.8,0,1867,245,621,417,13.75,4.25,218,0.26171875,0,207,0
1,0,0,5,46,5,0,29.5,0,66,36.36,37.63,0.116324,297.5,101.3,0,1893,247,637,425,14.25,4.25,213,0.283203125,0,209,0.015625
1,0,0,5,46,6,0,28.9,0,70.6,36.17,37.45,1.487605,354.4,77.23,0,1899,253,633,429,14.4375,4.125,212,0.2734375,0,206,0.0234375
1,0,0,5,46,7,0,28.7,0,66.01,36.08,37.27,3.187725,10.22,36.65,0,1929,274,645,426,14.6875,4.375,213,0.342773438,0,332,1.5390625
1,0,0,5,46,8,0,28.3,0,73.32,35.9,37.15,0,0,0,0,1975,299,663,429,15.875,4.5,214,0.421875,0,367,1.95703125
1,0,0,5,46,9,0,27.7,0.16,73.91,35.8,37,0.29081,332.6,98.3,0,2047,320,705,438,16.5625,4.5,214,0.509765625,0,381,1.80859375
1,0,0,5,46,10,0,29.1,1.74,64.86,35.65,36.9,2.820857,350.7,72.95,0,2101,341,727,449,16.0625,4.625,225,0.48046875,0,408,1.65234375
1,0,0,5,46,11,0,29.7,1.93,61.13,35.53,36.76,0,0,0,0,2109,341,733,451,14.5625,4.5,242,0.50390625,0,415,1.38671875
1,0,0,5,46,12,0,31.2,3.27,59.03,35.52,36.66,1.418258,301.1,72.38,0,2104,329,738,453,14.0625,11,255,0.450195313,0,434,1.1484375
1,0,0,5,46,13,0,33.9,4.98,57.56,35.88,36.7,0,0,0,0,2117,338,740,455,12.625,9.75,260,0.362304688,0,453,0.8203125
1,0,0,5,46,14,0,34.8,5,54.53,36.7,36.95,2.798487,283.1,25.47,0,2121,344,741,452,12.125,9.75,253,0.344726563,0,454,0.796875
1,0,0,5,46,15,0,37.1,4.64,49.42,37.99,37.53,2.628475,298.9,33.01,0,2114,338,740,452,11.1875,10.375,237,0.346679688,0,451,0.76953125
1,0,0,5,46,16,0,38.5,3.71,47.64,39.27,38.29,0,0,0,0,2137,348,751,454,12.0625,10.25,264,0.38671875,0,446,0.71484375
1,0,0,5,46,17,0,39.4,2.73,45.4,40.33,39.09,0.192382,249.8,101.7,0,2115,320,751,460,10,8.25,283,0.3984375,0,451,0.74609375
1,0,0,5,46,18,0,37.7,0.71,48.57,40.87,39.74,0,0,0,0,2069,299,730,456,10.8125,6.75,297,0.427734375,0,430,0.88671875
1,0,0,5,46,19,0,36.7,0.18,53.1,40.9,40.12,0,0,0,0,2016,286,700,446,10.6875,6.125,291,0.483398438,0,418,0.91015625
1,0,0,5,46,20,0,36.2,0,56.36,40.68,40.26,0,0,0,0,1992,279,689,440,10.375,5.5,316,0.505859375,0,401,0.90625
1,0,0,5,46,21,0,35.5,0,57.27,40.43,40.26,0,0,0,0,1955,271,665,435,10.4375,5.875,303,0.518554688,0,391,0.9296875
1,0,0,5,46,22,0,34,0,64.49,40.09,40.18,0,0,0,0,1926,263,651,428,10.5,5.75,307,0.520507813,0,379,1.01953125
1,0,0,5,46,23,0,33,0,63.99,39.64,39.99,0,0,0,0,1914,262,646,422,11.3125,5.25,302,0.568359375,0,246,0.2890625
1,0,0,6,47,0,0,33.3,0,67.47,39.18,39.73,0,0,0,0,1903,259,638,422,10.75,5.875,296,0.537109375,0,241,0
1,0,0,6,47,1,0,35.3,0,62.71,38.82,39.49,0,0,0,0,1891,254,631,422,10.25,5.25,274,0.58984375,0,231,0
1,0,0,6,47,2,0,35.6,0,58.12,38.53,39.26,5.082464,176.7,39.33,0,1877,246,628,419,10.875,6.125,256,0.4296875,0,226,0
1,0,0,6,47,3,0,35.8,0,57.26,38.34,39.08,6.028715,175.1,13.95,0,1888,251,633,420,10.1875,5,233,0.323242188,0,223,0
1,0,0,6,47,4,0,35.9,0,57.87,38.16,38.92,5.820674,175.9,15.54,0,1874,250,624,416,10.0625,5.25,220,0.293945313,0,221,0
1,0,0,6,47,5,0,34.8,0,61.27,37.89,38.76,5.610396,134,12.38,0,1881,252,627,418,10.625,5.375,216,0.263671875,0,222,0
1,0,0,6,47,6,0,33.5,0,64.64,37.62,38.56,2.43833,148.5,69.14,0,1897,259,632,422,13.625,5.375,212,0.256835938,0,232,0.09765625
1,0,0,6,47,7,0,31.8,0,68.92,37.26,38.36,0,0,0,0,1922,267,646,425,11.5625,5.375,217,0.3828125,0,343,1.078125
