Regular Session,Exams,Holiday,Weekday,Julian Day,Hour,Precip.,Air Temp,Solar Radiation,Humidity,2 inch Soil Temp,4 inch Soil Temp,Wind Speed,Wind Direction,St. Dev. of Wind Direction,Leaf Wetness, Electrical Consumption - Meter 1 (kW), Electrical Consumption  - Meter 2 (kW), Electrical Consumption  - Meter 3 (kW), Electrical Consumption  - Meter 4 (kW),Steam Consumption  (klb/hr),Chilled Water Consumption (TON),Electrical Consumption (kW),Steam Consumption (klb/hr),Chilled Water Consumption (TON),Electrical Consumption (kW),Steam Consumption (klb/hr)
0,0,0,1,0,0,0,40.9,0,84.2,37.41,37.73,1.583796,240.5,80.8,0,1960,262,669,445,9.1875,1.875,185,0.251953125,0,202,0
0,0,0,1,0,1,0,39.1,0,74.54,37.51,37.82,0,0,0,0,1951,263,661,443,10.4375,1.875,185,0.250976563,0,192,0
0,0,0,1,0,2,0,36.6,0,77.26,37.52,37.88,0,0,0,0,1941,262,656,439,10.8125,1.875,185,0.245117188,0,187,0
0,0,0,1,0,3,0,35.2,0,79.14,37.43,37.88,0,0,0,0,1942,265,654,439,10.875,1.75,187,0.244140625,0,187,0.00390625
0,0,0,1,0,4,0,32.2,0,84.1,37.25,37.85,0,0,0,0.003,1922,255,649,434,11,1.875,185,0.244140625,0,186,0
0,0,0,1,0,5,0,29.8,0,88,36.95,37.72,0,0,0,0.017,1932,254,653,441,11.3125,1.875,184,0.244140625,0,188,0
0,0,0,1,0,6,0,29.3,0,88,36.63,37.54,0,0,0,0.021,1928,253,649,442,11.4375,2,183,0.25,0,186,0
0,0,0,1,0,7,0,30.6,0,88.6,36.31,37.37,0,0,0,0.003,1929,255,649,441,11.25,1.875,184,0.249023438,0,294,1.4375
0,0,0,1,0,8,0,30.9,0,89,36.08,37.18,0,0,0,0.004,1932,253,653,442,11.5625,1.875,177,0.2421875,0,323,1.94921875
0,0,0,1,0,9,0,31.9,0.01,87.4,35.9,37,0,0,0,0.002,1933,254,655,440,11.0625,1.875,159,0.2421875,0,334,1.8125
0,0,0,1,0,10,0,32.9,0.44,85.2,35.78,36.86,0,0,0,0,1943,259,655,445,10.875,1.875,157,0.245117188,0,331,1.63671875
0,0,0,1,0,11,0,36.2,1.9,75.88,35.66,36.75,0,0,0,0,1951,259,657,451,10.75,1.875,153,0.24609375,0,334,1.2578125
0,0,0,1,0,12,0,40.7,2.77,63.79,35.7,36.69,0,0,0,0,1956,265,657,450,9.6875,2.25,154,0.252929688,0,330,0.97265625
0,0,0,1,0,13,0,43.4,3.19,63.77,36.23,36.76,0,0,0,0,1968,267,665,452,9.1875,3.25,154,0.254882813,0,337,0.85546875
0,0,0,1,0,14,0,45,3.32,66.15,37.18,37.11,0,0,0,0,1971,267,667,453,9.3125,3.375,154,0.25,0,343,0.8359375
0,0,0,1,0,15,0,47.2,2.93,58.51,38.26,37.72,2.196734,149.4,57.5,0,1988,268,672,464,8.875,3.5,154,0.251953125,0,343,0.71875
0,0,0,1,0,16,0,47.2,1.94,57.82,39.3,38.39,2.879019,191.6,51.87,0,1998,273,672,469,9.25,3.25,155,0.248046875,0,336,0.73828125
0,0,0,1,0,17,0,46,0.84,62.69,40.12,39.07,5.903443,138.5,16.33,0,1993,271,668,470,8.75,3,180,0.248046875,0,333,0.81640625
0,0,0,1,0,18,0,44.8,0.15,64.53,40.49,39.6,0.387001,120.7,97.1,0,1992,269,674,465,9.125,2.625,183,0.250976563,0,332,0.94140625
0,0,0,1,0,19,0,42.4,0,69.67,40.51,39.87,0,0,0,0,1978,270,669,455,8.875,2.25,184,0.251953125,0,328,0.890625
0,0,0,1,0,20,0,41.7,0,71.87,40.32,39.98,0,0,0,0,1977,271,667,455,8.875,2.125,182,0.248046875,0,329,1.00390625
0,0,0,1,0,21,0,41.2,0,75.51,39.97,39.97,2.939418,79.27,29.86,0,1957,265,657,451,9.625,1.75,185,0.252929688,0,331,1.02734375
0,0,0,1,0,22,0,39.9,0,78.1,39.64,39.86,0,0,0,0,1956,266,658,448,8.8125,1.875,194,0.254882813,0,331,1.015625
0,0,0,1,0,23,0,40.8,0,78.74,39.29,39.71,0,0,0,0,1957,264,660,449,9.6875,1.875,195,0.25,0,204,0.33984375
0,0,0,2,1,0,0,41.9,0,76.43,39.06,39.51,0,0,0,0,1962,263,664,451,9.0625,2,186,0.24609375,0,203,0
0,0,0,2,1,1,0,41.6,0,77.39,38.98,39.42,0,0,0,0,1958,259,664,451,9,1.875,185,0.25,0,190,0
0,0,0,2,1,2,0,43.3,0,77.11,39.05,39.38,0,0,0,0,1967,261,664,458,8.5,1.75,185,0.245117188,0,188,0
0,0,0,2,1,3,0,43,0,82.4,39.09,39.41,3.270494,123.6,40.97,0,1957,257,662,454,8.3125,1.75,183,0.247070313,0,187,0
0,0,0,2,1,4,0,41.1,0,93.4,39.14,39.41,2.881256,88.1,37.96,0.019,1949,257,656,452,8.125,1.875,184,0.243164063,0,187,0
0,0,0,2,1,5,0,41,0,94.7,39.29,39.51,0,0,0,0.026,1970,262,665,459,8.6875,2,183,0.2421875,0,188,0
0,0,0,2,1,6,0,40.9,0,95.3,39.33,39.53,0,0,0,0.031,1970,262,663,461,8.625,1.875,184,0.244140625,0,188,0
0,0,0,2,1,7,0,40.9,0,95.8,39.42,39.61,0,0,0,0.036,1979,273,661,461,9.625,2.125,180,0.243164063,0,297,0.90234375
0,0,0,2,1,8,0,41.1,0,96.1,39.51,39.69,0,0,0,0.036,1998,279,670,465,10.4375,1.875,178,0.243164063,0,311,1.12109375
0,0,0,2,1,9,0,41.2,0.01,96.4,39.51,39.69,0,0,0,0.039,2014,282,681,467,10.125,1.875,156,0.245117188,0,318,1.10546875
0,0,0,2,1,10,0,41.6,0.21,96.6,39.61,39.78,0,0,0,0.042,2012,284,683,461,10.375,2,154,0.247070313,0,317,1.03515625
0,0,0,2,1,11,0,42.8,0.54,96.7,39.69,39.83,0.382527,162.5,93.2,0.027,2034,289,694,467,9.625,2,157,0.25390625,0,318,1.046875
0,0,0,2,1,12,0,44.1,0.49,96.1,39.96,39.96,0,0,0,0.018,2040,290,696,470,8.875,1.75,155,0.2578125,0,319,0.9140625
0,0,0,2,1,13,0,45.1,0.73,95.8,40.31,40.13,0,0,0,0.006,2035,285,692,474,7.25,1.875,152,0.260742188,0,322,0.87890625
0,0,0,2,1,14,0,46.5,1.12,95.3,40.77,40.41,0,0,0,0.002,2044,283,696,481,7.0625,1.875,168,0.250976563,0,323,0.76953125
0,0,0,2,1,15,0,48,0.56,93,41.31,40.74,0,0,0,0.001,2044,278,699,483,6.8125,1.625,163,0.259765625,0,327,0.8203125
0,0,0,2,1,16,0,48.6,0.45,92.1,41.91,41.12,4.089236,88.5,10.24,0.003,2045,283,694,484,6.8125,1.625,181,0.251953125,0,329,0.72265625
0,0,0,2,1,17,0,49.5,0.23,91.4,42.4,41.49,0,0,0,0.003,2045,281,694,486,6.6875,1.5,204,0.249023438,0,329,0.671875
0,0,0,2,1,18,0,49.8,0.06,92,42.76,41.86,0,0,0,0.007,2042,277,695,486,7.4375,1.5,198,0.245117188,0,337,0.70703125
0,0,0,2,1,19,0,49.4,0,93.6,42.97,42.13,4.536636,133.5,11.76,0.014,2047,276,699,488,7.3125,1.5,205,0.249023438,0,329,0.75
0,0,0,2,1,20,0,49.5,0,95.2,43.14,42.4,4.359913,132.7,13.96,0.028,2025,268,688,485,6.875,1.625,224,0.247070313,0,331,0.78515625
0,0,0,2,1,21,0,50.2,0,95.1,43.33,42.59,5.294979,146.2,22.22,0.03,2010,265,682,479,6.875,2.5,221,0.247070313,0,328,0.71875
0,0,0,2,1,22,0,50.5,0,96.2,43.42,42.76,1.154292,114.2,79.4,0.046,2016,266,685,481,6.625,1.375,217,0.2421875,0,322,0.69921875
0,0,0,2,1,23,0,52,0,95.6,43.61,42.91,5.431436,136.3,19.8,0.05,2016,266,683,483,6.1875,1.5,225,0.245117188,0,201,0.17578125
0,0,1,3,2,0,0,51.7,0,96.6,43.79,43.08,4.550058,165.6,20.14,0.051,2019,267,682,486,6.4375,1.5,226,0.247070313,0,203,0
0,0,1,3,2,1,0,51.8,0,97.1,44.07,43.27,5.008643,139,13.81,0.057,2012,262,680,486,6.4375,1.625,219,0.24609375,0,191,0
0,0,1,3,2,2,0,52.3,0,96.7,44.25,43.47,2.290688,124.9,47.97,0.063,2009,253,683,489,6.3125,1.375,217,0.24609375,0,183,0
0,0,1,3,2,3,0,52.7,0,95.4,44.44,43.65,2.040144,136.1,67.63,0.05,1970,229,680,477,7.125,1.625,222,0.247070313,0,183,0
0,0,1,3,2,4,0,52.9,0,95.4,44.66,43.83,0,0,0,0.056,1943,230,668,461,7.625,1.375,225,0.25390625,0,184,0
0,0,1,3,2,5,0,53,0,95.5,44.8,44.02,0.706892,157.1,79.79,0.056,1965,236,679,466,7.75,1.625,218,0.244140625,0,184,0
0,0,1,3,2,6,0.01,52.7,0,96.3,45.08,44.2,0.485429,158.4,90.6,0.056,1976,237,681,474,7.875,1.625,216,0.24609375,0,185,0
0,0,1,3,2,7,0.01,52.4,0,96.7,45.36,44.44,0,0,0,0.068,1994,248,691,471,7.875,1.75,222,0.244140625,0,306,0.44921875
0,0,1,3,2,8,0.01,52.6,0,97,45.62,44.72,2.344376,180.9,39.74,0.071,2030,268,701,477,8.3125,1.5,220,0.263671875,0,306,0.63671875
0,0,1,3,2,9,0,52.3,0,97.1,45.83,44.9,0,0,0,0.071,2080,295,721,480,9.75,1.625,204,0.268554688,0,272,0.5390625
0,0,1,3,2,10,0,52.1,0.09,97.4,46.02,45.12,0,0,0,0.071,2131,313,748,486,9,1.375,197,0.259765625,0,216,0
0,0,1,3,2,11,0,52.3,0.24,97.4,46.2,45.31,0,0,0,0.071,2139,312,762,481,8.4375,1.625,198,0.247070313,0,235,0
0,0,1,3,2,12,0,52.7,0.38,97.5,46.38,45.49,0,0,0,0.063,2139,318,758,479,9.25,1.375,206,0.254882813,0,369,0.30078125
0,0,1,3,2,13,0,53.7,0.76,97.3,46.6,45.63,0,0,0,0.033,2140,315,761,480,7.3125,0.5,202,0.259765625,0,270,0.32421875
0,0,1,3,2,14,0,54.3,0.79,97.3,46.97,45.87,0,0,0,0.033,2152,313,772,483,6.375,0.25,196,0.260742188,0,237,0
0,0,1,3,2,15,0,53.6,0.36,96.7,47.41,46.17,0.577146,352.4,88.8,0.038,2138,310,763,481,6.625,0.125,196,0.249023438,0,283,0
0,0,1,3,2,16,0,52.6,0.19,96.1,47.69,46.47,0,0,0,0.034,2124,301,760,479,6.9375,0.25,203,0.25,0,373,0.3671875
0,0,1,3,2,17,0,51.4,0.14,95.8,47.96,46.72,0.161064,230.6,100.1,0.036,2103,293,749,477,7.4375,0.375,228,0.247070313,0,345,0.65234375
0,0,1,3,2,18,0,50.1,0.02,95.8,48.08,46.95,0.785187,324.8,83.7,0.043,2100,311,736,469,9.0625,0.875,227,0.248046875,0,342,0.7265625
0,0,1,3,2,19,0,48.9,0,95.9,48.08,47.04,0.342261,4.949,96.6,0.042,2067,300,711,472,7.25,1.25,212,0.247070313,0,342,0.83984375
0,0,1,3,2,20,0.02,46.4,0,95.7,47.9,47.08,3.507616,330.2,42.86,0.046,2049,286,707,472,7.6875,1.875,203,0.248046875,0,351,0.87890625
0,0,1,3,2,21,0,45.8,0,95.8,47.68,47.06,1.536819,340.3,79.86,0.049,2047,282,710,471,7.6875,1.875,208,0.245117188,0,350,0.91796875
0,0,1,3,2,22,0,45.6,0,96.1,47.34,46.95,0.165538,321.6,97.6,0.056,2017,280,690,463,7.625,2,205,0.256835938,0,331,0.9453125
0,0,1,3,2,23,0,45.4,0,96.4,47.06,46.78,0.06711,267.3,100.6,0.056,2006,275,688,459,7.125,2,191,0.24609375,0,207,0.20703125
0,0,0,4,3,0,0,45.5,0,95.3,46.77,46.59,2.167653,291.2,49.52,0.05,1990,272,684,450,8.125,2.125,189,0.245117188,0,207,0
0,0,0,4,3,1,0,44,0,93.4,46.5,46.41,2.668741,297.5,47.85,0.029,1974,267,679,444,8.25,2.25,185,0.254882813,0,195,0
0,0,0,4,3,2,0,42.1,0,91.2,46.23,46.23,2.677689,301.8,37.37,0.007,1961,264,672,441,9,2.5,184,0.255859375,0,186,0
0,0,0,4,3,3,0,40.8,0,89.5,45.92,46.04,0.073821,305.1,101,0.003,1958,266,667,441,9.5,2.625,183,0.25390625,0,188,0
0,0,0,4,3,4,0,39.4,0,89,45.54,45.82,1.847762,296,70.42,0.004,1946,261,664,437,9.8125,2.5,182,0.25390625,0,185,0
0,0,0,4,3,5,0,38.8,0,87.9,45.13,45.54,4.024363,300.6,38.17,0.002,1953,262,666,441,10,2.5,184,0.25390625,0,187,0
0,0,0,4,3,6,0,37.7,0,83,44.71,45.24,2.709007,299.9,30.6,0,1960,269,664,443,9.8125,2.5,185,0.251953125,0,186,0
0,0,0,4,3,7,0,36.3,0,81.7,44.22,44.94,2.972973,287,66,0,1430,262,352,232,10,2.25,184,0.251953125,0,300,1.2890625
0,0,0,4,3,8,0,32.5,0,79.79,43.74,44.58,2.63966,283.8,53.34,0,1987,314,657,432,12,2.25,181,0.28125,0,293,1.80078125
0,0,0,4,3,9,0,29.4,0,79.3,43.03,44.15,5.039961,287.5,23.36,0,2035,331,684,436,13.8125,2,167,0.267578125,0,235,0.3046875
0,0,0,4,3,10,0,28.8,1,79.08,42.22,43.64,4.532162,282.2,26.49,0,2082,337,722,439,14.6875,2.25,164,0.251953125,0,295,1.2421875
0,0,0,4,3,11,0,28.4,2.03,75.01,41.47,43.07,4.035548,291.6,29.36,0,2080,316,736,444,14.0625,2.25,166,0.260742188,0,272,0.81640625
0,0,0,4,3,12,0,28.2,3.08,71.8,40.99,42.55,5.498546,284.8,20.95,0,2130,354,747,445,16.0625,2.25,164,0.251953125,0,378,1.5
0,0,0,4,3,13,0,28.7,3.73,68.7,40.81,42.17,5.438147,287.1,22.31,0,2113,345,742,442,13.625,3.25,161,0.25,0,386,1.625
0,0,0,4,3,14,0,28.1,3.13,66.91,40.91,42.01,6.404531,285.7,23.21,0,2109,347,731,447,14.6875,3.625,164,0.236328125,0,400,1.55078125
0,0,0,4,3,15,0,28.1,1.98,66.91,41.09,41.95,5.992923,282.6,14.98,0,2144,346,751,463,14,3.875,163,0.237304688,0,389,1.3515625
0,0,0,4,3,16,0,28.3,2.29,62.42,41.18,41.96,3.890143,280.8,25.5,0,2124,336,745,459,15.3125,3.75,165,0.244140625,0,372,1.3125
0,0,0,4,3,17,0,28.2,1.69,61.26,41.16,41.92,4.2503,286.1,25.22,0,2093,319,740,450,13.9375,3.125,186,0.237304688,0,352,1.48828125
0,0,0,4,3,18,0,26,0.17,63.27,40.92,41.84,4.802839,280.2,26.26,0,2068,305,731,448,15.6875,2.5,187,0.233398438,0,343,1.7109375
0,0,0,4,3,19,0,24.6,0,65.79,40.39,41.58,2.008826,288.3,61.81,0,2027,288,709,446,15.5,2.25,189,0.233398438,0,342,1.69140625
0,0,0,4,3,20,0,23.7,0,68.86,39.76,41.23,2.156468,287.2,59.39,0,1992,279,689,440,16.6875,2.125,190,0.241210938,0,344,1.89453125
0,0,0,4,3,21,0,22.8,0,69.1,39.2,40.79,3.31076,283.2,25.48,0,1971,267,682,438,16.875,2.125,190,0.245117188,0,342,1.9375
0,0,0,4,3,22,0,22.1,0,70.85,38.67,40.39,4.239115,273.9,26.24,0,1979,274,685,436,18.3125,2.125,190,0.243164063,0,339,1.92578125
0,0,0,4,3,23,0,21.7,0,72.29,38.27,40.01,0.212515,287.6,97.1,0,1958,266,673,435,18.125,2,187,0.231445313,0,212,0.40625
0,0,0,5,4,0,0,20.8,0,70.72,37.86,39.64,0.284099,301.4,96.1,0,1950,266,668,432,18.625,2.125,189,0.23046875,0,221,0.15625
0,0,0,5,4,1,0,20.7,0,71.39,37.52,39.31,1.433917,296.7,78.97,0,1938,260,663,431,19.5625,1.875,190,0.236328125,0,213,0.3359375
0,0,0,5,4,2,0,20.3,0,72.52,37.21,39.02,0.843349,282.3,76.85,0,1925,262,652,427,19.875,2.125,187,0.23828125,0,209,0.29296875
0,0,0,5,4,3,0,19.7,0,70,36.93,38.72,1.205743,285.7,64.9,0,1925,261,652,428,20.0625,2,187,0.231445313,0,209,0.23046875
0,0,0,5,4,4,0,19.5,0,72,36.67,38.49,0,0,0,0,1910,258,644,424,20.375,1.875,187,0.232421875,0,209,0.359375
0,0,0,5,4,5,0,19.3,0,72.52,36.49,38.23,0.684522,289,80.6,0,1926,259,652,431,18.9375,2,186,0.234375,0,203,0.32421875
0,0,0,5,4,6,0,19.6,0,73.55,36.29,38.03,0,0,0,0,1936,263,654,435,19.375,1.875,185,0.231445313,0,192,0.296875
0,0,0,5,4,7,0,19.8,0,73.15,36.11,37.81,0,0,0,0,1959,281,655,439,20,2,186,0.235351563,0,321,2.07421875
0,0,0,5,4,8,0,20.1,0,75.91,35.94,37.63,0,0,0,0,2012,304,681,443,21.1875,2,188,0.239257813,0,365,2.66796875
0,0,0,5,4,9,0,19.8,0,81.6,35.76,37.49,0,0,0,0,2080,335,711,450,21.5,1.875,173,0.259765625,0,372,2.48046875
0,0,0,5,4,10,0,20.4,0.23,85,35.67,37.31,0,0,0,0,2125,350,741,450,21.0625,2,168,0.2421875,0,376,2.36328125
0,0,0,5,4,11,0,20.6,0.48,85.7,35.52,37.16,2.411486,249.7,53.94,0,2127,345,749,449,19.5625,1.875,170,0.25,0,393,2.15234375
0,0,0,5,4,12,0,20.8,1.03,82.9,35.43,37.02,0.149879,265.2,99.4,0,2140,356,756,444,20.5,2,169,0.23828125,0,391,1.98046875
0,0,0,5,4,13,0,23,2.28,83.6,35.38,36.93,0,0,0,0,2144,349,760,451,17.625,2,168,0.239257813,0,388,1.75390625
0,0,0,5,4,14,0,22.9,1.15,81.2,35.28,36.83,3.440506,232.2,63,0,2164,360,759,461,18.625,1.875,171,0.237304688,0,387,1.62890625
0,0,0,5,4,15,0,22.2,0.71,82.5,35.27,36.73,1.624062,274.4,63.6,0,2140,341,756,459,17.125,2,171,0.241210938,0,384,1.64453125
0,0,0,5,4,16,0,21.6,0.34,86.5,35.2,36.65,1.662091,277.3,52.75,0,2139,338,760,457,18,2,172,0.23828125,0,381,1.76171875
0,0,0,5,4,17,0,20.5,0.29,87.8,35.2,36.61,0,0,0,0,2097,317,745,451,18.3125,1.875,192,0.235351563,0,363,1.96484375
0,0,0,5,4,18,0,19,0.07,88.1,35.12,36.52,0.24607,299.3,93.6,0,2066,304,724,454,18.8125,1.875,193,0.237304688,0,354,2
0,0,0,5,4,19,0,18.3,0,81.4,35.11,36.48,0.190145,303.5,97.3,0,2040,290,714,452,19.6875,1.875,191,0.240234375,0,349,2.0234375
0,0,0,5,4,20,0,17.9,0,83.4,35.03,36.44,0.454111,296.3,89.1,0,2007,278,696,449,20.375,1.875,191,0.23828125,0,349,2.14453125
0,0,0,5,4,21,0,17,0,82,35.03,36.35,1.36457,296.9,62.2,0,2000,272,694,450,20.9375,1.875,191,0.236328125,0,344,2.1953125
0,0,0,5,4,22,0,16.5,0,83.9,34.95,36.31,0,0,0,0,1973,263,685,441,21.9375,1.875,190,0.237304688,0,344,2.26953125
0,0,0,5,4,23,0,15.3,0,79.91,34.95,36.27,0.480955,293.6,85.3,0,1964,270,672,438,22.0625,1.875,195,0.241210938,0,217,0.46484375
0,0,0,6,5,0,0,14.8,0,78.88,34.85,36.19,0.572672,331.1,90.1,0,1943,267,658,434,22,1.75,191,0.240234375,0,213,0.25390625
0,0,0,6,5,1,0,13.6,0,78.86,34.86,36.14,0,0,0,0,1938,264,659,431,22.9375,1.875,191,0.2421875,0,202,0.43359375
0,0,0,6,5,2,0,12,0,78.37,34.77,36.1,0.241596,303.7,94.9,0,1931,267,653,427,23.375,1.75,191,0.247070313,0,198,0.7109375
0,0,0,6,5,3,0,10,0,77.78,34.72,36.02,0,0,0,0,1949,279,657,429,25.1875,1.75,189,0.247070313,0,198,0.7578125
0,0,0,6,5,4,0,9.1,0,80.4,34.67,35.98,0,0,0,0,1977,285,670,438,24.75,1.75,189,0.247070313,0,199,0.75
0,0,0,6,5,5,0,8.8,0,81.2,34.57,35.9,0,0,0,0,2005,290,681,450,25.9375,1.625,190,0.24609375,0,200,0.8984375
0,0,0,6,5,6,0,7.9,0,82.7,34.53,35.81,0,0,0,0,2006,293,679,450,25.8125,1.75,189,0.245117188,0,211,1.05859375
0,0,0,6,5,7,0,7.7,0,83.7,34.44,35.73,0.221463,271,93.6,0,1999,316,678,421,25.5,1.75,190,0.25,0,297,2.06640625
0,0,0,6,5,8,0,7.2,0,85,34.35,35.67,0,0,0,0,1966,308,717,357,23.4375,1.75,189,0.303710938,0,336,2.64453125
0,0,0,6,5,9,0,7.2,0,84.8,34.26,35.58,0,0,0,0,2018,312,724,398,24.4375,1.75,172,0.2734375,0,333,2.46875
0,0,0,6,5,10,0,8.8,0.99,83.5,34.21,35.5,0,0,0,0,2128,345,745,454,28.25,1.625,170,0.274414063,0,332,2.2578125
0,0,0,6,5,11,0,10.4,1.73,78.23,34.15,35.43,0,0,0,0,2230,353,794,499,26.875,1.75,170,0.282226563,0,346,2.0234375
0,0,0,6,5,12,0,12.7,1.67,68.21,34.13,35.36,2.800724,272.8,9.83,0,2197,357,781,475,28.0625,1.625,169,0.249023438,0,349,1.7734375
0,0,0,6,5,13,0,14.1,2.43,64.87,34.07,35.33,0.062636,319.8,101.8,0,2186,359,770,473,25.875,1.875,171,0.247070313,0,355,1.7109375
0,0,0,6,5,14,0,14.4,2.28,65.4,34.05,35.29,0.505562,271.5,93.3,0,2143,341,757,461,25.625,1.75,174,0.245117188,0,352,1.7421875
0,0,0,6,5,15,0,14.2,1.82,67.45,34.02,35.25,2.972973,304.9,40.25,0,2132,323,765,460,24.5625,1.75,168,0.245117188,0,340,1.71875
0,0,0,6,5,16,0,13.4,0.72,67.63,34.03,35.21,0,0,0,0,2133,317,765,467,25.125,1.875,170,0.249023438,0,365,2.2421875
0,0,0,6,5,17,0,13.3,0.65,67.59,34.03,35.2,0,0,0,0,2102,299,750,469,24.1875,1.625,192,0.250976563,0,353,2.515625
0,0,0,6,5,18,0,11.6,0.17,66.04,33.99,35.17,0,0,0,0,2068,281,739,464,24.75,1.75,193,0.24609375,0,339,2.6015625
0,0,0,6,5,19,0,10.4,0,68.46,33.96,35.15,0,0,0,0,2038,270,725,459,25,1.75,193,0.245117188,0,333,2.6640625
0,0,0,6,5,20,0,9.4,0,72.2,33.94,35.11,0,0,0,0,2008,259,715,450,25.125,1.75,194,0.239257813,0,333,2.8046875
0,0,0,6,5,21,0,8.8,0,74.29,33.89,35.07,0,0,0,0,1967,255,686,442,25.0625,1.75,194,0.240234375,0,335,2.875
0,0,0,6,5,22,0,7.4,0,78.27,33.84,35.03,0,0,0,0,1961,256,684,437,25.625,1.875,196,0.278320313,0,339,2.98046875
0,0,0,6,5,23,0,7.5,0,80.7,33.81,34.97,0,0,0,0,1924,245,665,430,24.8125,1.625,197,0.287109375,0,211,1.00390625
0,0,0,7,6,0,0,7.6,0,80.7,33.71,34.9,0,0,0,0,1922,242,667,429,26.375,1.75,194,0.263671875,0,207,0.6484375
0,0,0,7,6,1,0,7.4,0,78.68,33.66,34.86,0,0,0,0,1907,239,659,425,25.4375,1.625,194,0.255859375,0,197,0.8671875
0,0,0,7,6,2,0,6.6,0,79.08,33.62,34.81,0,0,0,0,1910,241,659,426,26.4375,1.75,191,0.243164063,0,194,0.9609375
0,0,0,7,6,3,0,7,0,76.85,33.53,34.77,0,0,0,0,1909,241,660,424,25.375,1.75,190,0.252929688,0,194,0.9765625
0,0,0,7,6,4,0,7.3,0,76.01,33.49,34.72,0,0,0,0,1896,239,656,417,25.6875,1.625,191,0.251953125,0,194,0.9765625
0,0,0,7,6,5,0,7.3,0,76.87,33.43,34.64,3.203384,5.073,48.24,0,1898,236,659,419,26.0625,1.625,190,0.243164063,0,195,0.9765625
0,0,0,7,6,6,0,7.3,0,78.59,33.34,34.57,0,0,0,0,1897,237,657,419,25.3125,1.625,190,0.248046875,0,194,0.99609375
0,0,0,7,6,7,0,7.1,0,78.56,33.33,34.53,0,0,0,0,1898,239,658,417,25.1875,1.625,190,0.243164063,0,289,2.359375
0,0,0,7,6,8,0,6.9,0,79.01,33.25,34.49,0,0,0,0,1909,242,661,422,26.3125,1.625,183,0.244140625,0,305,2.8046875
0,0,0,7,6,9,0,5.2,0,79.09,33.18,34.44,0,0,0,0,1931,253,671,423,26.0625,1.625,164,0.249023438,0,309,2.625
0,0,0,7,6,10,0,8.4,1.13,73.13,33.12,34.39,1.612877,321,75.19,0,1947,246,690,427,25.25,1.625,165,0.244140625,0,312,2.33984375
0,0,0,7,6,11,0,9.7,2.17,70.66,33.06,34.33,0.503325,329.4,91.2,0,1963,250,696,433,25.3125,1.5,166,0.248046875,0,312,2.1953125
0,0,0,7,6,12,0,11.9,3.01,65.73,32.99,34.26,0.807557,294.9,82,0,1972,255,697,436,24.9375,1.625,168,0.256835938,0,314,1.984375
0,0,0,7,6,13,0,13.9,3.64,63.94,32.93,34.21,0.465296,267.5,92.4,0,1982,258,703,437,24.5,2,179,0.266601563,0,313,1.83203125
0,0,0,7,6,14,0,14.9,4.88,65.61,32.92,34.15,0.512273,290.1,90.3,0,2001,256,719,442,24.375,2.375,180,0.275390625,0,309,1.78125
0,0,0,7,6,15,0,15.8,3.95,66.48,32.92,34.1,0.530169,294.7,93.1,0,2000,261,713,442,24.25,2,178,0.275390625,0,308,1.828125
0,0,0,7,6,16,0,14.1,2.41,62.71,32.92,34.11,0,0,0,0,1980,259,705,432,24.25,3,182,0.2578125,0,309,1.83984375
0,0,0,7,6,17,0,13.8,1.41,60.94,32.93,34.11,0.02237,304.3,102.8,0,1992,258,711,439,24.4375,2.5,212,0.299804688,0,311,1.89453125
0,0,0,7,6,18,0,12,0.14,63.84,32.94,34.08,0,0,0,0,2008,261,720,443,24.875,1.75,203,0.275390625,0,310,1.92578125
0,0,0,7,6,19,0,10.6,0,65.96,32.96,34.06,0.058162,318.8,102.1,0,1986,255,707,440,24.6875,1.75,205,0.306640625,0,311,2.0078125
0,0,0,7,6,20,0,9.4,0,70.21,32.87,34.06,0.02237,299.1,102.8,0,1977,249,705,439,25.3125,1.5,208,0.294921875,0,311,1.96484375
0,0,0,7,6,21,0,10.2,0,72.33,32.81,33.98,0.085006,280.2,100.6,0,1950,247,687,432,24.875,1.625,218,0.31640625,0,309,2.0546875
0,0,0,7,6,22,0,11.5,0,72.42,32.78,33.97,0,0,0,0,1936,250,677,425,24.625,1.625,217,0.33203125,0,309,2.03515625
0,0,0,7,6,23,0,10.9,0,75.17,32.69,33.92,0,0,0,0,1912,238,669,421,24.6875,1.5,221,0.313476563,0,216,1.0078125
0,0,0,1,7,0,0,10.2,0,77.4,32.6,33.83,0,0,0,0,1908,239,666,419,24.1875,1.625,218,0.305664063,0,214,0.83203125
0,0,0,1,7,1,0,11.4,0,79.1,32.55,33.79,0.20133,263.2,97.2,0,1910,241,665,420,24.1875,1.625,205,0.306640625,0,202,0.79296875
0,0,0,1,7,2,0,12.3,0,80.3,32.5,33.74,0.982043,274.6,83.9,0,1916,244,664,424,23.8125,1.625,202,0.294921875,0,200,0.91015625
0,0,0,1,7,3,0,12,0,82.8,32.41,33.69,0.391475,269.2,92.1,0,1892,240,643,425,23.6875,1.5,200,0.271484375,0,197,0.921875
0,0,0,1,7,4,0,11.9,0,82.4,32.32,33.61,0,0,0,0,1887,237,643,423,23.6875,1.625,196,0.250976563,0,198,0.94140625
0,0,0,1,7,5,0,11.9,0,79.17,32.28,33.56,0.284099,277.4,96.7,0,1894,239,645,426,23.6875,1.5,194,0.243164063,0,200,0.94140625
